transaction_id,date,customer_id,product,price,quantity,coupon_code,shipping_city
33,2026-04-25,CUST6996,Smartphone,891.02,5,SAVE10,Ottawa
34,2026-08-12,CUST6291,Smartwatch,1994.12,1,SAVE10,Kitchener
35,2026-05-14,CUST7021,Smartwatch,1329.53,1,,London
36,2026-04-14,CUST8650,,1455.46,3,SAVE10,Toronto
37,2026-06-20,CUST8869,Laptop,1295.87,5,SAVE10,London
38,2026-01-17,CUST5864,Smartphone,488.35,3,SAVE20,Kitchener
39,2026-07-31,CUST1359,Keyboard,1429.52,5,SAVE10,London
40,2026-03-25,CUST7570,Tablet,792.07,3,SAVE10,Waterloo
41,2026-06-16,CUST5518,Smartwatch,,4,,London
42,2025-12-27,CUST5284,Tablet,1949.02,3,SAVE20,Ottawa
43,2026-04-08,CUST4038,Monitor,945.88,1,,Toronto
44,2025-11-11,CUST5078,Keyboard,73.59,4,SAVE10,Kitchener
45,2026-05-13,CUST7209,Mouse,931.55,4,SAVE20,Ottawa
46,2026-04-11,CUST3909,Headphones,1569.38,5,SAVE10,kitchener
47,2025-12-05,CUST2461,Tablet,1554.69,5,SAVE10,Toronto
48,2025-10-07,CUST5111,Monitor,819.86,4,SAVE10,London
49,2026-04-24,CUST7843,Laptop,1792.16,4,SAVE30,Kitchener
50,2026-03-13,CUST4538,Smartwatch,1948.96,2,,Toronto
51,2026-08-25,CUST8546,Smartphone,736.82,4,SAVE30,London
52,2026-02-12,CUST7028,Laptop,541.63,4,SAVE10,Kitchener
53,2026-09-15,CUST1867,Keyboard,1900.37,4,SAVE10,Kitchener
54,2026-08-06,CUST2743,Laptop,1553.74,5,SAVE20,Waterloo
55,2025-11-26,CUST1136,Smartphone,1818.8,2,SAVE10,London
56,2025-11-29,CUST1950,Headphones,1110.7,5,SAVE30,Waterloo
57,2026-01-31,CUST7449,Laptop,735.25,5,SAVE30,Ottawa
58,2025-11-01,CUST1277,Laptop,1067.54,1,SAVE10,Kitchener
59,2026-07-07,CUST7286,Tablet,560.05,4,SAVE10,Kitchener
60,2026-08-28,CUST1895,Smartwatch,607.88,5,,Waterloo
61,2025-11-26,CUST9953,Headphones,1575.41,2,SAVE30,Kitchener
62,2026-02-22,CUST6851,Tablet,1339.8,1,SAVE30,Waterloo
63,2026-08-10,CUST1479,Mouse,948.81,5,SAVE20,Ottawa
64,2026-04-18,CUST3599,Keyboard,1443.54,3,,Kitchener
65,2026-04-30,CUST7226,Keyboard,907.7,2,,Waterloo
66,2025-10-09,CUST1928,Smartphone,1829.12,3,,Ottawa
67,2025-10-27,CUST6246,Monitor,1049.08,4,SAVE20,Toronto
68,2026-08-09,CUST2023,Keyboard,1836.68,5,SAVE30,Kitchener
69,2026-06-13,CUST6071,Tablet,1250.52,2,,Toronto
70,2026-06-22,CUST4100,Mouse,511.8,2,SAVE10,London
71,2026-09-16,CUST7842,Monitor,1743.57,5,SAVE20,Waterloo
72,2025-12-29,CUST1182,Smartwatch,647.47,3,SAVE20,Kitchener
73,2026-04-23,CUST1293,Smartwatch,602.51,3,SAVE30,Toronto
74,2026-08-16,CUST4707,Headphones,363.52,3,SAVE30,Kitchener
75,2026-03-16,CUST5132,Keyboard,114.9,2,SAVE30,Kitchener
76,2026-01-23,CUST9455,Headphones,1151.26,4,SAVE10,Waterloo
77,2026-04-29,CUST5028,Laptop,37.03,5,SAVE10,Toronto
78,2025-11-26,CUST4237,Monitor,785.12,5,,Kitchener
79,2026-05-24,CUST3867,Laptop,1026.02,2,,Toronto
80,2026-09-14,CUST9111,Smartwatch,146.16,5,SAVE20,Waterloo
81,2026-01-04,CUST9527,Smartphone,1214.09,2,,Ottawa
82,2026-08-03,CUST9785,Mouse,180.89,3,SAVE20,Kitchener
83,2025-12-22,CUST7561,Headphones,912.9,1,SAVE10,Toronto
84,2026-06-23,CUST1681,Mouse,1706.93,5,,Ottawa
85,2026-08-18,CUST6540,Monitor,136.47,1,SAVE10,Toronto
86,2025-09-23,CUST4669,Headphones,353.56,1,SAVE20,Ottawa
87,2026-09-08,CUST2955,Smartwatch,1067.85,4,SAVE10,Ottawa
88,2026-03-12,CUST8250,Tablet,1322.84,5,SAVE10,Kitchener
89,2025-12-28,CUST9847,Mouse,627.31,2,SAVE20,Kitchener
90,2026-01-07,CUST6679,Headphones,467.05,1,SAVE30,Kitchener
91,2026-09-16,CUST7515,Monitor,1388.41,5,SAVE20,London
92,2025-09-27,CUST4243,Keyboard,169.48,3,SAVE30,London
93,2026-02-26,CUST1854,Mouse,1394.47,1,SAVE10,London
94,2026-04-09,CUST1505,Headphones,1948.59,1,SAVE20,Ottawa
95,2025-10-31,CUST4515,Keyboard,1800.62,5,,London
96,2025-10-20,CUST1096,Smartphone,299.05,3,SAVE10,Kitchener
97,2026-06-04,CUST9991,Smartwatch,251.57,2,SAVE30,Kitchener
98,2026-03-10,CUST9628,Keyboard,218.21,1,SAVE30,Waterloo
99,2026-05-24,CUST1483,Monitor,1790.78,5,SAVE20,Toronto
100,2026-02-15,CUST2761,Laptop,616.35,2,,Kitchener
101,2026-05-08,CUST4868,Laptop,655.39,5,SAVE10,Waterloo
102,2026-03-23,CUST3171,Headphones,1049.78,3,SAVE30,Toronto
103,2026-03-17,CUST1077,Headphones,1634.39,5,,Ottawa
104,2026-03-23,CUST1604,Smartphone,1405.06,3,SAVE30,Kitchener
105,2026-02-14,CUST4355,Tablet,1779.24,5,SAVE30,Ottawa
106,2025-11-28,CUST3259,Tablet,506.4,5,SAVE10,Waterloo
107,2026-09-12,CUST7269,Keyboard,1531.78,1,SAVE30,Waterloo
108,2025-11-11,CUST1730,Keyboard,1015.13,5,SAVE10,Toronto
109,2026-05-21,CUST5000,Monitor,1882.49,1,,Toronto
110,2026-06-19,CUST6870,Keyboard,1431.9,1,SAVE20,Kitchener
111,2025-10-20,CUST8573,Tablet,654.59,4,SAVE30,Toronto
112,2025-10-25,CUST6708,Laptop,1778.47,4,SAVE20,Ottawa
113,2026-05-04,CUST9951,Headphones,1189.1,5,SAVE10,Toronto
114,2026-08-26,CUST8181,Smartwatch,1534.57,5,SAVE10,Toronto
115,2025-11-29,CUST6339,Smartwatch,59.27,2,SAVE20,Kitchener
116,2025-12-27,CUST4980,Keyboard,544.37,3,SAVE30,Kitchener
117,2026-03-08,CUST6485,Tablet,603.29,3,,Ottawa
118,2026-04-20,CUST9584,Headphones,1644.92,4,SAVE10,Kitchener
119,2026-02-26,CUST8032,Headphones,1225.89,2,SAVE30,Waterloo
120,2026-03-20,CUST8656,Laptop,369.48,4,SAVE20,Ottawa
121,2026-06-09,CUST8274,Monitor,1926.41,2,SAVE20,Toronto
122,2026-01-03,CUST7383,Smartwatch,715.35,4,SAVE10,London
123,2025-11-01,CUST1799,Mouse,1543.81,3,,Toronto
124,2026-09-06,CUST1842,Mouse,1072.78,3,SAVE10,Waterloo
125,2026-05-05,CUST5520,Tablet,164.33,2,,Ottawa
126,2025-12-27,CUST2809,Keyboard,653.17,1,SAVE30,Kitchener
127,2026-09-06,CUST7694,Keyboard,395.99,2,,Ottawa
128,2025-09-25,CUST6354,Headphones,1222.25,1,,Ottawa
129,2026-05-28,CUST5142,Smartwatch,1989.34,4,SAVE20,Toronto
130,2025-10-22,CUST6111,Monitor,1015.55,2,SAVE30,Kitchener
131,2026-02-12,CUST1589,Laptop,913.71,4,SAVE30,London
132,2026-07-20,CUST7165,Smartphone,1279.5,1,SAVE10,Waterloo
133,2025-09-30,CUST7683,Headphones,1718.36,5,,Kitchener
134,2026-08-04,CUST3397,Mouse,1192.64,5,SAVE10,Waterloo
135,2026-08-13,CUST4031,Smartphone,1772.73,4,,Kitchener
136,2025-12-28,CUST4441,Tablet,1407.84,1,,London
137,2025-11-26,CUST1488,Smartphone,541.58,1,,Ottawa
138,2026-08-21,CUST9963,Tablet,277.07,3,,Kitchener
139,2026-06-13,CUST8280,Headphones,1641.01,5,,Toronto
140,2026-03-01,CUST1878,Monitor,728.8,2,,Toronto
141,2026-04-28,CUST8967,Keyboard,1000.44,2,SAVE20,Waterloo
142,2026-06-25,CUST3499,Laptop,267.66,3,SAVE10,Waterloo
143,2025-12-12,CUST8563,Laptop,545.02,1,SAVE30,London
144,2026-07-29,CUST2787,Keyboard,25.24,4,,Toronto
145,2025-11-29,CUST8645,Headphones,1303.06,4,SAVE30,Toronto
146,2026-04-13,CUST7412,Smartwatch,1898.13,1,,London
147,2025-10-08,CUST1082,Smartphone,244.44,4,SAVE20,London
148,2025-10-15,CUST6351,Headphones,654.35,4,SAVE20,Ottawa
149,2026-02-22,CUST5153,Laptop,1992.02,1,SAVE20,Ottawa
150,2026-03-01,CUST3251,Headphones,811.99,2,SAVE30,London
151,2026-07-29,CUST9838,Laptop,512.66,3,SAVE30,Kitchener
152,2025-11-29,CUST9474,Tablet,59.21,2,,London
153,2025-12-14,CUST9775,Keyboard,832.09,2,SAVE30,Toronto
154,2026-01-12,CUST1790,Tablet,127.05,4,,Ottawa
155,2026-03-02,CUST8332,Smartphone,54.66,1,SAVE30,Waterloo
156,2025-11-29,CUST3393,Mouse,1380.06,4,SAVE10,Ottawa
157,2026-06-29,CUST2903,Monitor,1007.35,1,SAVE10,Kitchener
158,2026-05-30,CUST7095,Keyboard,1262.59,4,,Ottawa
159,2025-12-12,CUST3684,Smartphone,1676.41,2,SAVE20,London
160,2026-08-24,CUST4173,Monitor,1554.28,3,SAVE20,Waterloo
161,2025-12-28,CUST3384,Smartwatch,1528.84,2,SAVE10,London
162,2025-11-16,CUST3783,Keyboard,1444.53,2,,Toronto
163,2025-10-18,CUST3497,Smartphone,673.14,3,SAVE10,Waterloo
164,2025-12-11,CUST4427,Smartwatch,1115.72,1,SAVE20,Waterloo
165,2025-12-12,CUST4546,Keyboard,1932.8,2,SAVE10,Kitchener
166,2026-05-28,CUST6431,Smartwatch,240.08,2,SAVE20,Kitchener
167,2026-04-02,CUST9428,Smartwatch,717.53,4,SAVE20,London
168,2026-09-01,CUST2132,Smartwatch,1014.42,1,SAVE30,Waterloo
169,2026-03-15,CUST4130,Headphones,1843.48,1,SAVE20,Ottawa
170,2026-06-20,CUST3051,Headphones,1222.92,1,,Ottawa
171,2025-11-30,CUST9946,Smartwatch,1964.61,2,,London
172,2026-08-20,CUST6454,Mouse,943.88,3,SAVE30,London
173,2026-07-20,CUST1748,Keyboard,1126.39,4,SAVE20,Toronto
174,2026-08-12,CUST8674,Monitor,1031.93,1,SAVE20,Kitchener
175,2026-07-19,CUST7500,Smartwatch,1744.36,2,SAVE20,Waterloo
176,2026-05-25,CUST9234,Headphones,695.69,5,SAVE20,Ottawa
177,2026-08-24,CUST4065,Smartphone,900.99,5,SAVE10,Waterloo
178,2026-03-12,CUST3731,Mouse,955.58,2,SAVE10,Ottawa
179,2025-12-14,CUST1217,Headphones,1043.8,5,,Toronto
180,2025-10-21,CUST8570,Smartwatch,442.36,3,,Waterloo
181,2026-03-23,CUST1796,Monitor,1037.02,2,SAVE30,Waterloo
182,2026-09-19,CUST1955,Smartphone,1833.89,1,SAVE10,Ottawa
183,2025-11-18,CUST7066,Monitor,1652.08,1,SAVE20,Kitchener
184,2025-11-21,CUST1331,Smartphone,618.32,2,,Waterloo
185,2026-08-30,CUST5279,Smartwatch,1575.85,4,,Ottawa
186,2026-05-24,CUST2595,Smartwatch,1171.78,2,SAVE30,Kitchener
187,2025-12-15,CUST5625,Monitor,819.03,2,,Kitchener
188,2025-10-08,CUST5099,Keyboard,700.3,5,SAVE30,Waterloo
189,2026-05-31,CUST7169,Smartphone,538.6,4,SAVE20,London
190,2026-03-22,CUST3464,Tablet,1049.25,4,SAVE30,London
191,2026-05-02,CUST1001,Smartphone,1289.58,5,SAVE30,Toronto
192,2026-09-11,CUST4469,Keyboard,757.03,4,SAVE30,Kitchener
193,2025-10-31,CUST8687,Mouse,880.7,3,SAVE30,London
194,2026-05-16,CUST1058,Mouse,1759.43,5,,Waterloo
195,2026-03-20,CUST6753,Mouse,1351.74,3,SAVE30,Kitchener
196,2026-04-13,CUST1377,Tablet,225.66,2,,Toronto
197,2025-12-11,CUST9198,Headphones,1188.95,2,SAVE10,Ottawa
198,2025-10-22,CUST7541,Smartphone,793.03,4,SAVE30,Waterloo
199,2026-07-30,CUST8613,Smartphone,457.38,1,SAVE10,Waterloo
200,2026-02-14,CUST1381,Smartphone,1028.43,5,SAVE20,Kitchener
201,2026-01-07,CUST6418,Laptop,1615.6,5,SAVE30,London
202,2025-10-03,CUST4033,Smartwatch,777.16,3,,Ottawa
203,2026-02-28,CUST6783,Tablet,646.39,3,SAVE20,Kitchener
204,2026-01-02,CUST7202,Headphones,456.05,1,SAVE20,London
205,2025-09-23,CUST6872,Monitor,740.32,5,,London
206,2026-07-29,CUST3637,Tablet,38.0,2,SAVE10,London
207,2026-08-26,CUST9973,Headphones,1364.4,1,SAVE20,Ottawa
208,2026-05-24,CUST4450,Headphones,1869.18,1,SAVE20,Ottawa
209,2026-07-12,CUST9636,Monitor,959.74,4,SAVE10,Ottawa
210,2026-01-10,CUST3102,Tablet,1399.58,5,SAVE30,London
211,2026-09-15,CUST4629,Mouse,173.23,5,SAVE20,London
212,2026-02-02,CUST7430,Headphones,368.34,5,SAVE10,London
213,2026-07-31,CUST3735,Monitor,555.23,5,SAVE20,Kitchener
214,2026-08-21,CUST7200,Laptop,1884.66,1,SAVE30,Toronto
215,2025-10-22,CUST3477,Mouse,1793.62,3,,London
216,2026-07-29,CUST2538,Smartwatch,427.94,3,SAVE10,Toronto
217,2025-09-24,CUST3192,Tablet,980.21,4,SAVE10,London
218,2026-09-13,CUST7553,Keyboard,1836.78,4,,London
219,2026-09-03,CUST5657,Monitor,1785.71,4,,Waterloo
220,2026-04-17,CUST9383,Monitor,1715.47,3,SAVE20,Waterloo
221,2025-12-23,CUST3855,Smartwatch,1942.26,4,SAVE20,Waterloo
222,2026-09-04,CUST1294,Smartwatch,1751.72,2,SAVE30,Waterloo
223,2026-03-20,CUST4108,Tablet,61.46,2,SAVE30,Kitchener
224,2026-02-01,CUST1527,Monitor,1744.53,2,,Waterloo
225,2026-07-20,CUST9936,Smartwatch,130.13,1,SAVE30,Toronto
226,2026-02-04,CUST1744,Laptop,651.6,4,SAVE30,London
227,2026-04-13,CUST3195,Smartphone,550.76,3,SAVE30,Toronto
228,2026-05-23,CUST1048,Mouse,1668.67,1,SAVE30,Kitchener
229,2026-02-16,CUST1415,Monitor,1918.87,2,SAVE10,Ottawa
230,2026-01-06,CUST3258,Smartphone,1934.6,2,SAVE30,London
231,2026-01-19,CUST9645,Laptop,1170.75,5,SAVE20,Toronto
232,2025-12-26,CUST5866,Mouse,833.94,1,SAVE20,Waterloo
233,2026-05-18,CUST5517,Keyboard,1513.65,2,SAVE30,London
234,2026-05-24,CUST8907,Keyboard,641.6,5,,Ottawa
235,2025-10-25,CUST3119,Headphones,1787.92,4,SAVE20,Toronto
236,2026-06-13,CUST1221,Monitor,1598.08,5,SAVE20,Kitchener
237,2026-07-04,CUST7852,Headphones,240.83,1,,Waterloo
238,2026-09-12,CUST3166,Mouse,301.4,2,,Ottawa
239,2025-10-31,CUST4474,Headphones,491.05,4,SAVE30,Kitchener
240,2025-10-26,CUST5794,Tablet,1814.83,4,SAVE20,London
241,2026-01-18,CUST2188,Smartphone,882.96,4,SAVE10,Ottawa
242,2026-06-12,CUST7715,Laptop,1543.77,4,SAVE20,Kitchener
243,2025-11-25,CUST4719,Keyboard,1788.4,4,SAVE20,London
244,2026-01-21,CUST2328,Laptop,390.19,1,SAVE30,Ottawa
245,2026-08-30,CUST8585,Laptop,389.41,2,SAVE30,London
246,2026-08-20,CUST6246,Monitor,801.05,5,SAVE10,Toronto
247,2025-12-08,CUST5917,Mouse,355.54,2,,Kitchener
248,2026-01-04,CUST6626,Laptop,805.67,4,SAVE30,London
249,2026-05-03,CUST9805,Keyboard,1158.48,3,SAVE30,Ottawa
250,2026-08-29,CUST4059,Keyboard,222.09,3,SAVE20,London
251,2026-07-07,CUST5959,Tablet,84.4,1,,Ottawa
252,2026-05-26,CUST3427,Laptop,1626.13,5,SAVE30,Waterloo
253,2026-05-07,CUST8971,Smartphone,206.95,3,SAVE30,Waterloo
254,2025-12-02,CUST4699,Tablet,1877.91,2,,Waterloo
255,2026-06-08,CUST3558,Laptop,900.54,2,SAVE10,Ottawa
256,2026-04-11,CUST8406,Smartphone,705.3,3,SAVE20,Kitchener
257,2025-12-21,CUST8511,Smartwatch,1690.17,3,SAVE20,Waterloo
258,2026-07-08,CUST6765,Laptop,1452.91,3,SAVE20,London
259,2026-03-21,CUST9715,Smartwatch,353.0,4,SAVE30,London
260,2025-10-21,CUST9877,Tablet,478.67,3,SAVE30,Ottawa
261,2026-08-23,CUST2979,Monitor,1064.67,2,,Ottawa
262,2025-12-17,CUST5800,Smartwatch,692.45,2,,London
263,2026-05-28,CUST6014,Keyboard,1728.75,5,,Toronto
264,2026-07-31,CUST4024,Headphones,1150.75,5,SAVE30,Kitchener
265,2026-08-22,CUST5788,Keyboard,1082.43,4,SAVE10,Toronto
266,2026-08-20,CUST7855,Monitor,1889.95,5,,Ottawa
267,2026-06-01,CUST6338,Tablet,1304.52,3,SAVE20,London
268,2025-11-08,CUST5458,Smartphone,1913.0,2,,Ottawa
269,2026-03-05,CUST4963,Keyboard,1195.25,3,,Toronto
270,2025-10-03,CUST9311,Smartphone,1891.13,1,,London
271,2025-10-20,CUST3088,Tablet,495.82,4,SAVE20,Waterloo
272,2025-09-22,CUST3644,Smartwatch,636.74,5,SAVE10,Ottawa
273,2026-05-10,CUST2274,Laptop,803.29,2,SAVE30,Ottawa
274,2025-11-16,CUST4098,Smartwatch,620.81,4,SAVE30,Kitchener
275,2026-05-17,CUST5217,Smartphone,1479.55,4,SAVE30,Ottawa
276,2026-06-04,CUST8459,Smartwatch,1692.75,4,,Waterloo
277,2025-12-30,CUST4554,Smartphone,825.89,5,,Toronto
278,2026-01-15,CUST4520,Smartphone,249.95,2,SAVE20,Kitchener
279,2026-05-17,CUST7932,Mouse,1276.46,1,,Ottawa
280,2026-08-12,CUST5620,Smartphone,1069.93,3,SAVE30,Toronto
281,2026-02-20,CUST6372,Tablet,752.03,5,SAVE30,Toronto
282,2026-01-10,CUST7322,Monitor,157.19,4,SAVE10,Ottawa
283,2026-01-31,CUST7532,Smartphone,1708.21,2,,London
284,2026-05-11,CUST5336,Headphones,1021.59,2,SAVE10,London
285,2025-11-17,CUST9276,Keyboard,756.66,3,SAVE30,London
286,2025-10-04,CUST9110,Tablet,826.94,1,SAVE30,Kitchener
287,2026-08-17,CUST5244,Mouse,1972.06,5,,London
288,2026-06-01,CUST3718,Smartphone,1898.74,4,SAVE30,Toronto
289,2026-08-03,CUST5031,Monitor,1536.78,4,SAVE10,Kitchener
290,2025-10-04,CUST4581,Smartphone,153.22,3,SAVE10,Toronto
291,2025-11-25,CUST7502,Headphones,616.04,4,SAVE10,Ottawa
292,2025-12-01,CUST6087,Headphones,949.09,1,SAVE20,London
293,2026-07-07,CUST2507,Keyboard,1251.97,3,SAVE20,Toronto
294,2025-10-12,CUST4350,Laptop,1888.58,3,,London
295,2025-11-03,CUST3114,Keyboard,147.54,3,SAVE20,Toronto
296,2026-01-13,CUST3381,Smartwatch,1243.43,1,SAVE20,Toronto
297,2025-12-12,CUST5639,Laptop,65.81,4,SAVE20,Toronto
298,2026-09-04,CUST8938,Laptop,1469.61,2,SAVE10,Kitchener
299,2026-05-29,CUST6763,Smartwatch,1091.73,3,SAVE30,Kitchener
300,2025-10-11,CUST2398,Headphones,873.24,4,SAVE10,Kitchener
301,2025-12-21,CUST9245,Tablet,1184.69,2,SAVE20,Kitchener
302,2025-09-23,CUST1018,Smartphone,1333.96,4,SAVE20,Ottawa
303,2026-02-04,CUST1057,Monitor,331.85,5,SAVE20,Ottawa
304,2026-02-21,CUST7297,Monitor,1345.5,4,SAVE30,Kitchener
305,2025-12-23,CUST3804,Headphones,1322.24,4,,Ottawa
306,2025-12-05,CUST2687,Mouse,1468.93,2,SAVE20,Toronto
307,2026-08-13,CUST4283,Mouse,934.87,4,,Ottawa
308,2026-09-01,CUST1008,Smartwatch,427.72,5,SAVE10,London
309,2025-11-11,CUST5475,Smartphone,1540.34,2,SAVE20,London
310,2026-06-09,CUST6977,Smartwatch,340.19,4,SAVE30,London
311,2026-02-12,CUST9114,Smartphone,585.21,2,SAVE20,Ottawa
312,2025-12-20,CUST2610,Keyboard,132.05,3,SAVE30,London
313,2026-07-30,CUST5111,Monitor,1647.6,3,SAVE20,Ottawa
314,2026-04-13,CUST9052,Headphones,1494.08,4,SAVE10,Toronto
315,2025-12-18,CUST9822,Tablet,371.3,4,,Ottawa
316,2025-10-22,CUST3155,Monitor,1469.21,3,,Kitchener
317,2026-04-09,CUST7104,Monitor,439.5,5,SAVE30,Toronto
318,2026-01-06,CUST6921,Tablet,510.5,3,SAVE10,London
319,2026-01-02,CUST1063,Smartphone,1787.31,4,SAVE30,Ottawa
320,2026-01-02,CUST9794,Smartphone,1144.63,4,,London
321,2026-02-25,CUST1017,Mouse,316.92,1,SAVE30,Waterloo
322,2025-10-28,CUST4665,Monitor,1342.14,1,SAVE20,London
323,2026-02-11,CUST2365,Monitor,1716.4,5,,Toronto
324,2026-03-20,CUST1769,Tablet,1940.89,5,SAVE30,Waterloo
325,2026-03-22,CUST4036,Keyboard,1367.36,2,SAVE10,Kitchener
326,2025-11-17,CUST1446,Laptop,36.8,2,SAVE10,Ottawa
327,2026-01-13,CUST5207,Laptop,467.95,5,,Ottawa
328,2026-03-11,CUST9202,Laptop,1055.63,4,SAVE20,Kitchener
329,2025-10-23,CUST5901,Headphones,820.97,2,SAVE20,Kitchener
330,2026-05-04,CUST8603,Headphones,847.93,3,SAVE20,Toronto
331,2025-12-21,CUST3814,Keyboard,1565.9,4,SAVE20,Toronto
332,2025-12-01,CUST2081,Tablet,1878.24,3,,Waterloo
333,2026-09-02,CUST1717,Smartwatch,653.76,4,SAVE10,London
334,2026-01-29,CUST7851,Laptop,1151.7,3,SAVE10,London
335,2025-12-21,CUST7679,Keyboard,1716.9,1,SAVE10,London
336,2026-08-22,CUST4092,Tablet,1969.74,4,SAVE20,Kitchener
337,2025-11-25,CUST3345,Smartphone,1232.04,4,,Waterloo
338,2026-08-24,CUST8053,Smartphone,1755.22,2,,Kitchener
339,2026-02-28,CUST9595,Keyboard,1228.95,3,,Toronto
340,2025-11-03,CUST3383,Tablet,1373.92,5,SAVE10,Kitchener
341,2025-12-15,CUST4580,Mouse,327.22,3,,Toronto
342,2025-09-27,CUST5623,Tablet,140.49,2,SAVE10,Kitchener
343,2025-11-21,CUST3208,Mouse,191.52,4,SAVE10,Toronto
344,2026-09-02,CUST3526,Keyboard,146.55,1,,Waterloo
345,2025-12-09,CUST2775,Smartphone,715.94,5,SAVE10,Toronto
346,2026-07-07,CUST7749,Smartwatch,867.71,3,SAVE10,Kitchener
347,2026-07-08,CUST5678,Mouse,429.4,2,,Waterloo
348,2026-08-19,CUST3976,Laptop,1303.61,2,SAVE10,London
349,2026-02-16,CUST7863,Laptop,1286.03,4,SAVE10,Toronto
350,2025-11-20,CUST9753,Headphones,442.15,1,SAVE30,London
351,2026-08-26,CUST1972,Smartwatch,683.13,4,SAVE10,Toronto
352,2026-05-01,CUST3716,Laptop,626.9,2,SAVE10,Kitchener
353,2026-01-08,CUST6205,Mouse,998.49,4,SAVE30,London
354,2026-04-25,CUST3201,Keyboard,1178.57,5,SAVE20,London
355,2026-05-06,CUST5074,Headphones,270.95,2,SAVE20,Waterloo
356,2026-07-16,CUST5818,Laptop,563.77,3,,Ottawa
357,2026-06-16,CUST1684,Headphones,119.22,5,SAVE30,Ottawa
358,2026-08-30,CUST5626,Monitor,1802.94,2,,Waterloo
359,2026-02-18,CUST1870,Smartwatch,189.97,1,SAVE10,Ottawa
360,2025-12-06,CUST6029,Headphones,978.39,1,SAVE20,Kitchener
361,2026-06-29,CUST6135,Keyboard,966.43,3,SAVE30,Toronto
362,2026-02-04,CUST4345,Smartphone,1671.31,3,SAVE20,Kitchener
363,2026-01-13,CUST6136,Smartphone,521.73,5,SAVE30,Waterloo
364,2026-08-10,CUST9516,Headphones,1155.03,2,SAVE10,Waterloo
365,2025-10-15,CUST7115,Monitor,1653.64,4,SAVE20,London
366,2025-12-25,CUST6951,Laptop,1874.11,2,SAVE30,Kitchener
367,2025-10-28,CUST6231,Keyboard,555.79,3,,Kitchener
368,2025-09-29,CUST2894,Smartphone,935.05,5,SAVE10,Waterloo
369,2025-12-08,CUST8015,Tablet,28.47,5,SAVE20,Kitchener
370,2025-12-29,CUST1381,Headphones,1597.72,3,,Ottawa
371,2026-06-08,CUST4847,Mouse,635.99,3,,Ottawa
372,2026-03-02,CUST8936,Smartphone,999.38,2,SAVE20,London
373,2025-10-28,CUST2809,Headphones,389.27,2,,Waterloo
374,2026-04-23,CUST5369,Smartwatch,1061.12,2,SAVE10,London
375,2026-04-22,CUST9420,Headphones,1619.79,2,SAVE10,London
376,2026-01-25,CUST5174,Keyboard,707.52,4,,Ottawa
377,2025-12-12,CUST9763,Headphones,1522.29,5,SAVE20,London
378,2025-09-26,CUST3813,Smartwatch,25.09,1,SAVE20,London
379,2026-07-10,CUST2553,Keyboard,410.61,2,SAVE10,Ottawa
380,2026-02-05,CUST5589,Laptop,1309.45,3,SAVE20,Toronto
